"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ISL","PHARMAEXP","TOT","PC_GDP","A","2003",1.5365,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2004",1.4704,"D"
"ISL","PHARMAEXP","TOT","PC_GDP","A","2005",1.3252,"D"
"ISL","PHARMAEXP","TOT","PC_GDP","A","2006",1.2683,"D"
"ISL","PHARMAEXP","TOT","PC_GDP","A","2007",1.1779,"D"
"ISL","PHARMAEXP","TOT","PC_GDP","A","2008",1.278,"D"
"ISL","PHARMAEXP","TOT","PC_GDP","A","2009",1.4225,"D"
"ISL","PHARMAEXP","TOT","PC_GDP","A","2010",1.3948,"D"
"ISL","PHARMAEXP","TOT","PC_GDP","A","2011",1.3099,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2012",1.2583,"D"
"ISL","PHARMAEXP","TOT","PC_GDP","A","2013",1.1846,"D"
"ISL","PHARMAEXP","TOT","PC_GDP","A","2014",1.1144,"D"
"ISL","PHARMAEXP","TOT","USD_CAP","A","1970",30.3093,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1971",39.4473,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1972",43.5006,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1973",41.1393,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1974",44.3232,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1975",61.221,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1976",58.1482,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1977",64.7436,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1978",78.1619,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1979",92.5674,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1980",120.2494,"B"
"ISL","PHARMAEXP","TOT","USD_CAP","A","1981",129.7097,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1982",150.3952,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1983",187.1767,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1984",176.3213,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1985",197.1481,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1986",214.6499,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1987",225.1027,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1988",236.5809,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1989",248.5855,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1990",225.1247,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1991",214.6203,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1992",224.0624,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1993",223.3557,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1994",240.5709,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1995",255.3973,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1996",276.3589,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1997",319.3291,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1998",349.4721,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1999",374.6064,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2000",396.4545,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2001",400.3625,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2002",442.2647,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2003",487.4764,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2004",513.906,"D"
"ISL","PHARMAEXP","TOT","USD_CAP","A","2005",475.4857,"D"
"ISL","PHARMAEXP","TOT","USD_CAP","A","2006",465.8258,"D"
"ISL","PHARMAEXP","TOT","USD_CAP","A","2007",455.8884,"D"
"ISL","PHARMAEXP","TOT","USD_CAP","A","2008",528.6845,"D"
"ISL","PHARMAEXP","TOT","USD_CAP","A","2009",567.7606,"D"
"ISL","PHARMAEXP","TOT","USD_CAP","A","2010",538.5963,"D"
"ISL","PHARMAEXP","TOT","USD_CAP","A","2011",518.1617,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2012",506.8256,"D"
"ISL","PHARMAEXP","TOT","USD_CAP","A","2013",505.9994,"D"
"ISL","PHARMAEXP","TOT","USD_CAP","A","2014",490.2653,"D"
"IRL","PHARMAEXP","TOT","PC_GDP","A","1975",0.9725,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1976",0.957,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1977",0.9028,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1978",0.9165,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1979",0.8965,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1980",0.8778,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1981",0.7466,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1982",0.7328,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1983",0.7054,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1984",0.7162,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1985",0.7201,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1986",0.7443,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1987",0.744,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1988",0.7371,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1989",0.748,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1990",0.7165,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1991",0.7268,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1992",0.7515,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1993",0.7623,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1994",0.7583,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1995",0.7347,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1996",0.7636,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1997",0.7342,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1998",0.7449,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1999",0.781,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2000",0.8373,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2001",0.9242,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2002",0.9865,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2003",1.0559,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2004",1.1309,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2005",1.1848,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2006",1.2375,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2007",1.2771,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2008",1.4538,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2009",1.5934,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2010",1.5707,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2011",1.425,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2012",1.425,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2013",1.5185,"B"
"IRL","PHARMAEXP","TOT","PC_GDP","A","2014",1.4245,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1975",37.7649,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1976",39.1542,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1977",41.877,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1978",48.0813,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1979",51.7824,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1980",56.3269,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1981",53.4963,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1982",56.4988,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1983",55.9963,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1984",61.0567,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1985",65.2013,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1986",68.4257,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1987",73.413,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1988",79.5448,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1989",89.0807,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1990",95.9005,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1991",101.8639,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1992",110.5752,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1993",117.342,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1994",125.5679,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1995",135.4643,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1996",152.518,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1997",162.1916,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1998",182.5209,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1999",207.2088,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2000",247.9466,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2001",293.6677,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2002",339.7688,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2003",380.3543,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2004",431.3615,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2005",479.2085,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2006",544.0566,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2007",596.8624,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2008",638.2478,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2009",667.1097,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2010",679.3251,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2011",650.854,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2012",656.3849,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2013",722.797,"B"
"IRL","PHARMAEXP","TOT","USD_CAP","A","2014",703.3938,
"ITA","PHARMAEXP","TOT","PC_GDP","A","1988",1.5388,
"ITA","PHARMAEXP","TOT","PC_GDP","A","1989",1.5506,
"ITA","PHARMAEXP","TOT","PC_GDP","A","1990",1.5033,
"ITA","PHARMAEXP","TOT","PC_GDP","A","1991",1.5168,
"ITA","PHARMAEXP","TOT","PC_GDP","A","1992",1.5286,
"ITA","PHARMAEXP","TOT","PC_GDP","A","1993",1.4424,
"ITA","PHARMAEXP","TOT","PC_GDP","A","1994",1.3949,
"ITA","PHARMAEXP","TOT","PC_GDP","A","1995",1.3422,"B"
"ITA","PHARMAEXP","TOT","PC_GDP","A","1996",1.3905,
"ITA","PHARMAEXP","TOT","PC_GDP","A","1997",1.4581,
"ITA","PHARMAEXP","TOT","PC_GDP","A","1998",1.5004,
"ITA","PHARMAEXP","TOT","PC_GDP","A","1999",1.5535,
"ITA","PHARMAEXP","TOT","PC_GDP","A","2000",1.6039,
"ITA","PHARMAEXP","TOT","PC_GDP","A","2001",1.7029,
"ITA","PHARMAEXP","TOT","PC_GDP","A","2002",1.7258,
"ITA","PHARMAEXP","TOT","PC_GDP","A","2003",1.6791,
"ITA","PHARMAEXP","TOT","PC_GDP","A","2004",1.7191,
"ITA","PHARMAEXP","TOT","PC_GDP","A","2005",1.7032,
"ITA","PHARMAEXP","TOT","PC_GDP","A","2006",1.7024,
"ITA","PHARMAEXP","TOT","PC_GDP","A","2007",1.6328,
"ITA","PHARMAEXP","TOT","PC_GDP","A","2008",1.6426,
"ITA","PHARMAEXP","TOT","PC_GDP","A","2009",1.7023,
"ITA","PHARMAEXP","TOT","PC_GDP","A","2010",1.6788,
"ITA","PHARMAEXP","TOT","PC_GDP","A","2011",1.6383,
"ITA","PHARMAEXP","TOT","PC_GDP","A","2012",1.6026,
"ITA","PHARMAEXP","TOT","PC_GDP","A","2013",1.6349,
"ITA","PHARMAEXP","TOT","PC_GDP","A","2014",1.5365,"B"
"ITA","PHARMAEXP","TOT","USD_CAP","A","1988",247.9225,
"ITA","PHARMAEXP","TOT","USD_CAP","A","1989",268.1372,
"ITA","PHARMAEXP","TOT","USD_CAP","A","1990",274.7038,
"ITA","PHARMAEXP","TOT","USD_CAP","A","1991",290.6004,
"ITA","PHARMAEXP","TOT","USD_CAP","A","1992",301.8188,
"ITA","PHARMAEXP","TOT","USD_CAP","A","1993",288.9235,
"ITA","PHARMAEXP","TOT","USD_CAP","A","1994",291.4221,
"ITA","PHARMAEXP","TOT","USD_CAP","A","1995",294.5137,"B"
"ITA","PHARMAEXP","TOT","USD_CAP","A","1996",314.8784,
"ITA","PHARMAEXP","TOT","USD_CAP","A","1997",341.687,
"ITA","PHARMAEXP","TOT","USD_CAP","A","1998",369.9997,
"ITA","PHARMAEXP","TOT","USD_CAP","A","1999",390.847,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2000",427.2697,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2001",481.0191,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2002",481.4777,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2003",477.8978,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2004",494.6056,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2005",505.0457,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2006",543.9713,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2007",550.4332,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2008",577.7234,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2009",581.2027,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2010",582.7964,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2011",587.6796,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2012",575.3258,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2013",583.796,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2014",544.2059,"B"
"JPN","PHARMAEXP","TOT","PC_GDP","A","1980",1.3456,
"JPN","PHARMAEXP","TOT","PC_GDP","A","1984",1.2618,
"JPN","PHARMAEXP","TOT","PC_GDP","A","1985",1.1769,
"JPN","PHARMAEXP","TOT","PC_GDP","A","1986",1.2281,
"JPN","PHARMAEXP","TOT","PC_GDP","A","1987",1.3198,
"JPN","PHARMAEXP","TOT","PC_GDP","A","1988",1.283,
"JPN","PHARMAEXP","TOT","PC_GDP","A","1989",1.3324,
"JPN","PHARMAEXP","TOT","PC_GDP","A","1990",1.2448,
"JPN","PHARMAEXP","TOT","PC_GDP","A","1991",1.3383,
"JPN","PHARMAEXP","TOT","PC_GDP","A","1992",1.3453,
"JPN","PHARMAEXP","TOT","PC_GDP","A","1993",1.4216,
"JPN","PHARMAEXP","TOT","PC_GDP","A","1994",1.4026,
"JPN","PHARMAEXP","TOT","PC_GDP","A","1995",1.3502,
"JPN","PHARMAEXP","TOT","PC_GDP","A","1996",1.3232,
"JPN","PHARMAEXP","TOT","PC_GDP","A","1997",1.2738,
"JPN","PHARMAEXP","TOT","PC_GDP","A","1998",1.2227,
"JPN","PHARMAEXP","TOT","PC_GDP","A","1999",1.3033,
"JPN","PHARMAEXP","TOT","PC_GDP","A","2000",1.3597,
"JPN","PHARMAEXP","TOT","PC_GDP","A","2001",1.4358,
"JPN","PHARMAEXP","TOT","PC_GDP","A","2002",1.44,
"JPN","PHARMAEXP","TOT","PC_GDP","A","2003",1.5355,
"JPN","PHARMAEXP","TOT","PC_GDP","A","2004",1.541,
"JPN","PHARMAEXP","TOT","PC_GDP","A","2005",1.602,
"JPN","PHARMAEXP","TOT","PC_GDP","A","2006",1.6067,
"JPN","PHARMAEXP","TOT","PC_GDP","A","2007",1.6334,
"JPN","PHARMAEXP","TOT","PC_GDP","A","2008",1.6952,
"JPN","PHARMAEXP","TOT","PC_GDP","A","2009",1.9747,
"JPN","PHARMAEXP","TOT","PC_GDP","A","2010",1.9433,
"JPN","PHARMAEXP","TOT","PC_GDP","A","2011",2.0922,
"JPN","PHARMAEXP","TOT","PC_GDP","A","2012",2.1222,
"JPN","PHARMAEXP","TOT","PC_GDP","A","2013",2.1369,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1980",115.3592,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1984",152.5359,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1985",155.1714,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1986",169.0109,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1987",192.985,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1988",207.2022,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1989",234.6631,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1990",239.2258,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1991",273.5047,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1992",282.4522,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1993",305.192,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1994",309.352,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1995",309.1641,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1996",315.8322,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1997",313.4264,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1998",297.2591,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1999",320.554,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2000",352.4419,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2001",380.9193,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2002",392.3122,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2003",429.3783,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2004",452.9754,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2005",487.6811,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2006",510.5979,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2007",544.0083,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2008",567.7201,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2009",629.1567,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2010",656.1511,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2011",718.4562,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2012",758.65,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2013",782.7626,
"KOR","PHARMAEXP","TOT","PC_GDP","A","1970",0.551,
"KOR","PHARMAEXP","TOT","PC_GDP","A","1971",0.4587,
"KOR","PHARMAEXP","TOT","PC_GDP","A","1972",0.4283,
"KOR","PHARMAEXP","TOT","PC_GDP","A","1973",0.3658,
"KOR","PHARMAEXP","TOT","PC_GDP","A","1974",0.316,
"KOR","PHARMAEXP","TOT","PC_GDP","A","1975",0.4869,
"KOR","PHARMAEXP","TOT","PC_GDP","A","1976",0.5018,
"KOR","PHARMAEXP","TOT","PC_GDP","A","1977",0.4633,
"KOR","PHARMAEXP","TOT","PC_GDP","A","1978",0.5142,
"KOR","PHARMAEXP","TOT","PC_GDP","A","1979",0.6761,
"KOR","PHARMAEXP","TOT","PC_GDP","A","1980",0.7423,
"KOR","PHARMAEXP","TOT","PC_GDP","A","1981",0.7882,
"KOR","PHARMAEXP","TOT","PC_GDP","A","1982",0.7794,
"KOR","PHARMAEXP","TOT","PC_GDP","A","1983",0.7568,
"KOR","PHARMAEXP","TOT","PC_GDP","A","1984",0.7105,
"KOR","PHARMAEXP","TOT","PC_GDP","A","1985",0.7219,
"KOR","PHARMAEXP","TOT","PC_GDP","A","1986",0.6957,
"KOR","PHARMAEXP","TOT","PC_GDP","A","1987",0.6782,
"KOR","PHARMAEXP","TOT","PC_GDP","A","1988",0.698,
"KOR","PHARMAEXP","TOT","PC_GDP","A","1989",0.8162,
"KOR","PHARMAEXP","TOT","PC_GDP","A","1990",0.795,
"KOR","PHARMAEXP","TOT","PC_GDP","A","1991",0.7636,
"KOR","PHARMAEXP","TOT","PC_GDP","A","1992",0.7708,
"KOR","PHARMAEXP","TOT","PC_GDP","A","1993",0.773,
"KOR","PHARMAEXP","TOT","PC_GDP","A","1994",0.7592,
"KOR","PHARMAEXP","TOT","PC_GDP","A","1995",0.7821,
"KOR","PHARMAEXP","TOT","PC_GDP","A","1996",0.8316,
"KOR","PHARMAEXP","TOT","PC_GDP","A","1997",0.8259,
"KOR","PHARMAEXP","TOT","PC_GDP","A","1998",0.8327,
"KOR","PHARMAEXP","TOT","PC_GDP","A","1999",0.8809,
"KOR","PHARMAEXP","TOT","PC_GDP","A","2000",0.9713,
"KOR","PHARMAEXP","TOT","PC_GDP","A","2001",1.0511,
"KOR","PHARMAEXP","TOT","PC_GDP","A","2002",1.0374,
"KOR","PHARMAEXP","TOT","PC_GDP","A","2003",1.1928,
"KOR","PHARMAEXP","TOT","PC_GDP","A","2004",1.2162,
"KOR","PHARMAEXP","TOT","PC_GDP","A","2005",1.2718,
"KOR","PHARMAEXP","TOT","PC_GDP","A","2006",1.3885,
"KOR","PHARMAEXP","TOT","PC_GDP","A","2007",1.3709,
"KOR","PHARMAEXP","TOT","PC_GDP","A","2008",1.3955,
"KOR","PHARMAEXP","TOT","PC_GDP","A","2009",1.4814,
"KOR","PHARMAEXP","TOT","PC_GDP","A","2010",1.4894,
"KOR","PHARMAEXP","TOT","PC_GDP","A","2011",1.4886,
"KOR","PHARMAEXP","TOT","PC_GDP","A","2012",1.4274,
"KOR","PHARMAEXP","TOT","PC_GDP","A","2013",1.4417,
"KOR","PHARMAEXP","TOT","PC_GDP","A","2014",1.4596,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1970",3.3364,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1971",3.1604,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1972",3.2375,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1973",3.2898,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1974",3.3325,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1975",5.9503,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1976",7.2009,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1977",7.8053,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1978",10.1163,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1979",15.4053,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1980",17.8459,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1981",21.8612,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1982",24.4741,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1983",27.5669,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1984",29.2345,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1985",32.7019,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1986",35.4067,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1987",39.4231,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1988",46.5359,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1989",59.9094,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1990",65.7922,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1991",71.3505,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1992",77.4026,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1993",84.0563,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1994",91.1584,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1995",103.9897,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1996",119.9918,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1997",127.1771,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1998",121.6447,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1999",144.4026,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2000",175.6395,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2001",201.6972,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2002",215.6248,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2003",255.1309,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2004",279.3298,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2005",308.0177,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2006",359.1211,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2007",382.1006,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2008",400.7713,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2009",420.6088,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2010",453.7485,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2011",466.3212,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2012",459.941,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2013",470.9193,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2014",487.4256,
"LUX","PHARMAEXP","TOT","PC_GDP","A","1970",0.5812,
"LUX","PHARMAEXP","TOT","PC_GDP","A","1971",0.6466,
"LUX","PHARMAEXP","TOT","PC_GDP","A","1972",0.6236,
"LUX","PHARMAEXP","TOT","PC_GDP","A","1973",0.6,
"LUX","PHARMAEXP","TOT","PC_GDP","A","1974",0.5706,
"LUX","PHARMAEXP","TOT","PC_GDP","A","1975",0.6761,
"LUX","PHARMAEXP","TOT","PC_GDP","A","1976",0.6787,
"LUX","PHARMAEXP","TOT","PC_GDP","A","1977",0.688,
"LUX","PHARMAEXP","TOT","PC_GDP","A","1978",0.7215,
"LUX","PHARMAEXP","TOT","PC_GDP","A","1979",0.7184,
"LUX","PHARMAEXP","TOT","PC_GDP","A","1980",0.716,
"LUX","PHARMAEXP","TOT","PC_GDP","A","1981",0.74,
"LUX","PHARMAEXP","TOT","PC_GDP","A","1982",0.6969,
"LUX","PHARMAEXP","TOT","PC_GDP","A","1983",0.6765,
"LUX","PHARMAEXP","TOT","PC_GDP","A","1984",0.6816,
"LUX","PHARMAEXP","TOT","PC_GDP","A","1985",0.7224,
"LUX","PHARMAEXP","TOT","PC_GDP","A","1986",0.7292,
"LUX","PHARMAEXP","TOT","PC_GDP","A","1987",0.7835,
"LUX","PHARMAEXP","TOT","PC_GDP","A","1988",0.778,
"LUX","PHARMAEXP","TOT","PC_GDP","A","1989",0.7668,
"LUX","PHARMAEXP","TOT","PC_GDP","A","1990",0.7584,
"LUX","PHARMAEXP","TOT","PC_GDP","A","1991",0.7309,
"LUX","PHARMAEXP","TOT","PC_GDP","A","1994",0.6177,"B"
"LUX","PHARMAEXP","TOT","PC_GDP","A","1995",0.6354,
"LUX","PHARMAEXP","TOT","PC_GDP","A","1996",0.6176,
"LUX","PHARMAEXP","TOT","PC_GDP","A","1997",0.6708,
"LUX","PHARMAEXP","TOT","PC_GDP","A","1998",0.6614,
"LUX","PHARMAEXP","TOT","PC_GDP","A","1999",0.658,
"LUX","PHARMAEXP","TOT","PC_GDP","A","2000",0.6479,"B"
"LUX","PHARMAEXP","TOT","PC_GDP","A","2001",0.7098,
"LUX","PHARMAEXP","TOT","PC_GDP","A","2002",0.7426,
"LUX","PHARMAEXP","TOT","PC_GDP","A","2003",0.7736,
"LUX","PHARMAEXP","TOT","PC_GDP","A","2004",0.7725,
"LUX","PHARMAEXP","TOT","PC_GDP","A","2005",0.7407,
"LUX","PHARMAEXP","TOT","PC_GDP","A","2006",0.6924,
"LUX","PHARMAEXP","TOT","PC_GDP","A","2007",0.6729,
"LUX","PHARMAEXP","TOT","PC_GDP","A","2008",0.6771,
"LUX","PHARMAEXP","TOT","PC_GDP","A","2009",0.7378,
"LUX","PHARMAEXP","TOT","PC_GDP","A","2010",0.6909,
"LUX","PHARMAEXP","TOT","PC_GDP","A","2011",0.5546,"B"
"LUX","PHARMAEXP","TOT","PC_GDP","A","2012",0.5695,
"LUX","PHARMAEXP","TOT","PC_GDP","A","2013",0.5517,"P"
